
Model Run System Date and Time: Fri 30-Aug-2013 13:03:03

Scenario,Replicate,ModelDate,getReachSymbol,getSpecies,getLifestageSymbol,getCauseOfDeath,Count
1,1,11/03/2005,Kanaka,OMykiss,Adult,Velocity,0
1,1,11/03/2005,Kanaka,OMykiss,Adult,Stranding,0
1,1,11/03/2005,Kanaka,OMykiss,Adult,PoorCondition,0
1,1,11/03/2005,Kanaka,OMykiss,Adult,TerrestialPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Adult,AquaticPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,HighTemperature,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,Velocity,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,Stranding,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,PoorCondition,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Presmolt,AquaticPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,HighTemperature,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,Velocity,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,Stranding,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,PoorCondition,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,TerrestialPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Smolt,AquaticPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,HighTemperature,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,Velocity,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,Stranding,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,PoorCondition,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/03/2005,Kanaka,OMykiss,Prespawn,AquaticPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,HighTemperature,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,Velocity,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,Stranding,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,PoorCondition,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Juvenile,AquaticPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,DemonicIntrusion,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,HighTemperature,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,Velocity,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,Stranding,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,PoorCondition,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,TerrestialPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Adult,AquaticPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,HighTemperature,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,Velocity,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,Stranding,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,PoorCondition,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Presmolt,AquaticPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,HighTemperature,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,Velocity,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,Stranding,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,PoorCondition,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,TerrestialPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Smolt,AquaticPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,HighTemperature,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,Velocity,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,Stranding,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,PoorCondition,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/03/2005,AboveIgo,OMykiss,Prespawn,AquaticPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,HighTemperature,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,Velocity,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,Stranding,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,PoorCondition,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Juvenile,AquaticPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,DemonicIntrusion,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,HighTemperature,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,Velocity,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,Stranding,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,PoorCondition,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,TerrestialPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Adult,AquaticPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,HighTemperature,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,Velocity,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,Stranding,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,PoorCondition,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Presmolt,AquaticPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,HighTemperature,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,Velocity,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,Stranding,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,PoorCondition,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,TerrestialPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Smolt,AquaticPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,HighTemperature,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,Velocity,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,Stranding,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,PoorCondition,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/04/2005,DogGulch,OMykiss,Prespawn,AquaticPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,HighTemperature,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,Velocity,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,Stranding,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,PoorCondition,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Juvenile,AquaticPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,DemonicIntrusion,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,HighTemperature,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,Velocity,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,Stranding,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,PoorCondition,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,TerrestialPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Adult,AquaticPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,HighTemperature,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,Velocity,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,Stranding,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,PoorCondition,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Presmolt,AquaticPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,HighTemperature,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,Velocity,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,Stranding,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,PoorCondition,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,TerrestialPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Smolt,AquaticPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,HighTemperature,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,Velocity,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,Stranding,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,PoorCondition,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/04/2005,SpawnArea4,OMykiss,Prespawn,AquaticPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,HighTemperature,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,Velocity,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,Stranding,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,PoorCondition,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Juvenile,AquaticPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,DemonicIntrusion,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,HighTemperature,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,Velocity,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,Stranding,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,PoorCondition,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,TerrestialPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Adult,AquaticPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,HighTemperature,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,Velocity,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,Stranding,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,PoorCondition,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Presmolt,AquaticPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,HighTemperature,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,Velocity,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,Stranding,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,PoorCondition,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,TerrestialPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Smolt,AquaticPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,HighTemperature,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,Velocity,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,Stranding,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,PoorCondition,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/04/2005,Kanaka,OMykiss,Prespawn,AquaticPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,HighTemperature,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,Velocity,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,Stranding,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,PoorCondition,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Juvenile,AquaticPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,DemonicIntrusion,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,HighTemperature,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,Velocity,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,Stranding,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,PoorCondition,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,TerrestialPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Adult,AquaticPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,HighTemperature,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,Velocity,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,Stranding,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,PoorCondition,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Presmolt,AquaticPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,HighTemperature,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,Velocity,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,Stranding,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,PoorCondition,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,TerrestialPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Smolt,AquaticPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,HighTemperature,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,Velocity,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,Stranding,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,PoorCondition,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/04/2005,AboveIgo,OMykiss,Prespawn,AquaticPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,HighTemperature,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,Velocity,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,Stranding,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,PoorCondition,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Juvenile,AquaticPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,DemonicIntrusion,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,HighTemperature,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,Velocity,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,Stranding,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,PoorCondition,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,TerrestialPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Adult,AquaticPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,HighTemperature,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,Velocity,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,Stranding,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,PoorCondition,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Presmolt,AquaticPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,HighTemperature,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,Velocity,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,Stranding,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,PoorCondition,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,TerrestialPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Smolt,AquaticPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,HighTemperature,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,Velocity,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,Stranding,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,PoorCondition,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/05/2005,DogGulch,OMykiss,Prespawn,AquaticPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,HighTemperature,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,Velocity,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,Stranding,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,PoorCondition,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Juvenile,AquaticPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,DemonicIntrusion,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,HighTemperature,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,Velocity,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,Stranding,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,PoorCondition,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,TerrestialPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Adult,AquaticPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,HighTemperature,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,Velocity,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,Stranding,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,PoorCondition,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Presmolt,AquaticPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,HighTemperature,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,Velocity,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,Stranding,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,PoorCondition,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,TerrestialPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Smolt,AquaticPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,HighTemperature,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,Velocity,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,Stranding,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,PoorCondition,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/05/2005,SpawnArea4,OMykiss,Prespawn,AquaticPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,HighTemperature,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,Velocity,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,Stranding,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,PoorCondition,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Juvenile,AquaticPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,DemonicIntrusion,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,HighTemperature,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,Velocity,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,Stranding,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,PoorCondition,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,TerrestialPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Adult,AquaticPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,HighTemperature,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,Velocity,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,Stranding,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,PoorCondition,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Presmolt,AquaticPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,HighTemperature,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,Velocity,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,Stranding,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,PoorCondition,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,TerrestialPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Smolt,AquaticPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,HighTemperature,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,Velocity,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,Stranding,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,PoorCondition,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/05/2005,Kanaka,OMykiss,Prespawn,AquaticPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,HighTemperature,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,Velocity,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,Stranding,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,PoorCondition,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Juvenile,AquaticPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,DemonicIntrusion,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,HighTemperature,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,Velocity,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,Stranding,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,PoorCondition,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,TerrestialPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Adult,AquaticPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,HighTemperature,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,Velocity,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,Stranding,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,PoorCondition,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Presmolt,AquaticPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,DemonicIntrusion,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,HighTemperature,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,Velocity,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,Stranding,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,PoorCondition,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,TerrestialPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Smolt,AquaticPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,DemonicIntrusion,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,HighTemperature,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,Velocity,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,Stranding,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,PoorCondition,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,TerrestialPredation,0
1,1,11/05/2005,AboveIgo,OMykiss,Prespawn,AquaticPredation,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,DemonicIntrusion,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,HighTemperature,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,Velocity,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,Stranding,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,PoorCondition,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,TerrestialPredation,0
1,1,11/06/2005,DogGulch,OMykiss,Juvenile,AquaticPredation,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,DemonicIntrusion,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,HighTemperature,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,Velocity,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,Stranding,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,PoorCondition,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,TerrestialPredation,0
1,1,11/06/2005,DogGulch,OMykiss,Adult,AquaticPredation,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,DemonicIntrusion,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,HighTemperature,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,Velocity,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,Stranding,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,PoorCondition,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,TerrestialPredation,0
1,1,11/06/2005,DogGulch,OMykiss,Presmolt,AquaticPredation,0
